# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
10000000 10000
5718 285850 194284 159.596 -201.423 -200.304
5719 285900 194283 38.1499 -189.016 -123.605
5720 285950 194282 4.43309 -89.6411 72.4189
5721 286000 194281 -46.2907 -71.6042 182.56
5722 286050 194280 -97.8899 144.832 179.66
5723 286100 194279 -269.89 297.834 180.474
5724 286150 194278 -518.105 412.451 240.373
5725 286200 194277 -473.452 460.772 297.536
5726 286250 194276 -248.674 266.307 93.2096
5727 286300 194275 -87.5644 21.9729 62.7022
5728 286350 194274 -12.5072 -192.249 -92.593
5729 286400 194273 -125.231 -285.216 -47.809
5730 286450 194272 -28.1319 -383.744 -185.54
5731 286500 194271 -32.9056 -378.994 -215.985
5732 286550 194270 -103.828 -378.018 -273.501
5733 286600 194269 -29.7631 -404.847 -259.49
5734 286650 194268 30.7281 -301.778 -122.976
5735 286700 194267 35.3766 -274.175 38.3761
5736 286750 194266 -53.6434 -350.497 73.9325
5737 286800 194265 -4.53443 -228.71 93.6019
5738 286850 194264 90.4283 -103.873 181.3
5739 286900 194263 65.3979 108.704 176.558
5740 286950 194262 65.1552 165.624 214.245
5741 287000 194261 8.5827 191.648 108.922
5742 287050 194260 67.978 184.343 43.0702
5743 287100 194259 102.196 3.57652 322.837
5744 287150 194258 -40.5279 -245.146 240.78
5745 287200 194257 -143.281 -338.033 76.767
5746 287250 194256 -89.723 -227.117 -215.613
5747 287300 194255 -66.649 -151.971 -325.578
5748 287350 194254 -277.248 -276.812 -362.103
5749 287400 194253 -374.189 -440.084 -360.905
5750 287450 194252 -137.03 -432.581 -333.66
5751 287500 194251 -31.9509 -355.826 -286.219
5752 287550 194250 36.8389 -262.318 -65.8041
5753 287600 194249 11.6348 -287.779 76.9809
5754 287650 194248 -96.2745 -167.056 170.281
5755 287700 194247 75.1327 -1.39959 67.5543
5756 287750 194246 -40.2493 171.093 134.25
5757 287800 194245 9.97464 293.257 310.249
5758 287850 194244 9.20716 227.335 423.548
5759 287900 194243 -44.9368 188.383 337.287
5760 287950 194242 -0.425619 82.5187 89.6698
5761 288000 194241 -18.9742 84.6571 -73.7216
5762 288050 194240 -233.129 84.6417 -155.38
5763 288100 194239 -311.334 -23.0192 -224.434
5764 288150 194238 -372.08 -246.884 -163.714
5765 288200 194237 -138.213 -456.069 -139.334
5766 288250 194236 -107.264 -567.541 -46.3668
5767 288300 194235 -54.7519 -540.406 -190.409
5768 288350 194234 -7.53646 -394.126 -133.758
5769 288400 194233 -49.9001 -388.777 -313.203
5770 288450 194232 -69.0546 -203.135 -305.966
5771 288500 194231 -64.8793 -44.3409 -286.375
5772 288550 194230 -39.1834 237.065 29.5994
5773 288600 194229 -34.7001 418.679 237.327
5774 288650 194228 -23.8469 406.329 460.023
5775 288700 194227 20.1432 320.877 317.188
5776 288750 194226 95.9343 229.554 319.873
5777 288800 194225 124.653 3.91089 110.01
5778 288850 194224 80.4422 -119.066 5.03388
5779 288900 194223 -149.626 -82.5839 -68.6966
5780 288950 194222 -283.773 -76.1007 -163.02
5781 289000 194221 -434.539 -73.6015 -136.174
5782 289050 194220 -398.41 -103.107 -84.6131
5783 289100 194219 -402.676 -164.34 -251.649
5784 289150 194218 -299.182 -222.957 -330.036
5785 289200 194217 -185.859 -161.541 -317.191
5786 289250 194216 -136.606 -150.748 -338.371
5787 289300 194215 6.54932 -236.061 -137.978
5788 289350 194214 164.585 -258.389 67.254
5789 289400 194213 295.608 -316.351 65.484
5790 289450 194212 275.874 -294.704 -44.3898
5791 289500 194211 287.564 -82.9137 -236.615
5792 289550 194210 427.89 -55.4894 -133.872
5793 289600 194209 202.183 103.995 -164.274
5794 289650 194208 31.1944 297.557 -83.2571
5795 289700 194207 -317.439 139.318 -80.5274
5796 289750 194206 -334.8 196.267 234.822
5797 289800 194205 -432.083 154.496 331.502
5798 289850 194204 -332.86 142.317 285.365
5799 289900 194203 -163.272 60.3772 154.147
5800 289950 194202 -70.9165 -6.84662 -27.4564
5801 290000 194201 -62.3719 -61.2356 -229.297
5802 290050 194200 -182.152 -208.103 -384.616
5803 290100 194199 -271.506 -202.142 -404.65
5804 290150 194198 -235.697 -96.8317 -217.184
5805 290200 194197 -75.6915 -42.0201 -131.825
5806 290250 194196 -91.7465 -58.8085 -128.334
5807 290300 194195 -142.371 23.3146 -38.1172
5808 290350 194194 -158.944 130.395 -152.28
5809 290400 194193 31.2022 -133.002 -218.504
5810 290450 194192 175.974 -280.83 -141.674
5811 290500 194191 227.279 -317.997 -1.21527
5812 290550 194190 167.021 -147.054 145.859
5813 290600 194189 46.9092 -53.9638 91.9251
5814 290650 194188 -103.976 43.0021 130.859
5815 290700 194187 -238.062 228.093 78.3517
5816 290750 194186 -149.816 401.688 -78.5713
5817 290800 194185 -181.337 313.882 -24.5032
5818 290850 194184 -242.077 136.89 90.2748
5819 290900 194183 -353.413 -32.0254 91.507
5820 290950 194182 -269.126 13.007 57.7702
5821 291000 194181 -124.605 -108.656 144.307
5822 291050 194180 -18.7442 -226.273 0.542008
5823 291100 194179 101.899 -401.3 -258.456
5824 291150 194178 128.941 -409.141 -495.451
5825 291200 194177 45.5247 -342.917 -461.751
5826 291250 194176 -109.944 -448.928 -344.443
5827 291300 194175 -131.616 -319.163 -63.3714
5828 291350 194174 -133.393 -297.439 191.826
5829 291400 194173 -14.952 14.843 305.819
5830 291450 194172 -45.2765 282.01 268.987
5831 291500 194171 -80.4269 392.625 213.139
5832 291550 194170 -37.9134 419.709 153.247
5833 291600 194169 60.6613 166.137 235.65
5834 291650 194168 105.231 14.1907 210.815
5835 291700 194167 52.3181 -138.227 124.893
5836 291750 194166 -67.0542 -243.071 26.7389
5837 291800 194165 -49.7378 -252.944 -129.745
5838 291850 194164 -69.8324 -165.752 -222.395
5839 291900 194163 -98.0865 -295.761 -288.497
5840 291950 194162 -176.119 -226.363 -211.884
5841 292000 194161 -110.267 -408.801 -244.673
5842 292050 194160 -44.304 -393.623 -213.661
5843 292100 194159 7.82814 -351.677 -188.362
5844 292150 194158 28.8221 -276.246 -141.552
5845 292200 194157 133.033 -109.191 -170.978
5846 292250 194156 199.874 26.7549 -27.742
5847 292300 194155 147.503 152.492 212.538
5848 292350 194154 110.198 154.876 302.978
5849 292400 194153 -11.8523 252.555 399.589
5850 292450 194152 -121.56 112.719 359.663
5851 292500 194151 -107.944 163.477 252.544
5852 292550 194150 -58.8508 230.247 161.154
5853 292600 194149 -177.594 268.13 123.017
5854 292650 194148 -244.794 147.618 200.316
5855 292700 194147 -365.398 107.442 -114.944
5856 292750 194146 -267.74 -277.996 -378.924
5857 292800 194145 -228.305 -454.829 -391.851
5858 292850 194144 -281.382 -679.33 -183.971
5859 292900 194143 -235.369 -479.154 -234.89
5860 292950 194142 -99.9265 -518.643 -202.532
5861 293000 194141 149.631 -390.165 -217.707
5862 293050 194140 186.242 -323.21 -158.497
5863 293100 194139 172.65 -139.439 -118.301
5864 293150 194138 80.6669 46.6516 77.1561
5865 293200 194137 150.078 99.2567 -0.386528
5866 293250 194136 102.642 224.499 52.8636
5867 293300 194135 102.856 217.523 0.310294
5868 293350 194134 95.767 304.987 69.6635
5869 293400 194133 73.702 299.261 257.697
5870 293450 194132 45.651 184.086 368.623
5871 293500 194131 -242.2 58.8787 301.656
5872 293550 194130 -291.092 -121.603 102.19
5873 293600 194129 -268.475 -345.672 -283.355
5874 293650 194128 -353.368 -358.061 -345.657
5875 293700 194127 -273.736 -243.742 -304.559
5876 293750 194126 -336.294 2.60249 -228.598
5877 293800 194125 -225.712 117.036 -322.414
5878 293850 194124 -164.702 229.506 -278.714
5879 293900 194123 -203.879 10.0362 -186.072
5880 293950 194122 -74.1789 -142.377 51.8201
5881 294000 194121 295.604 -189.976 208.004
5882 294050 194120 449.228 -152.701 215.508
5883 294100 194119 413.114 -15.7659 133.473
5884 294150 194118 351.56 -73.6429 -38.9302
5885 294200 194117 237 -2.17077 -143.922
5886 294250 194116 119.822 62.5828 -17.1307
5887 294300 194115 -96.3497 82.978 73.1607
5888 294350 194114 -138.618 233.437 125.487
5889 294400 194113 -150.795 231.359 104.976
5890 294450 194112 -126.053 138.841 86.5503
5891 294500 194111 -120.689 221.576 80.9847
5892 294550 194110 -220.405 197.906 107.588
5893 294600 194109 -239.2 136.05 241.621
5894 294650 194108 -143.695 -78.4808 133.602
5895 294700 194107 -71.7343 -259.15 -34.6964
5896 294750 194106 226.83 -272.442 -200.681
5897 294800 194105 263.191 -184.833 -171.945
5898 294850 194104 187.061 -202.81 -210.317
5899 294900 194103 -5.5022 18.4528 -193.167
5900 294950 194102 -55.7886 177.843 -251.897
5901 295000 194101 -100.038 220.98 3.96871
5902 295050 194100 -26.7549 182.453 229.855
5903 295100 194099 -32.3334 205.434 362.754
5904 295150 194098 -7.92309 129.797 405.763
5905 295200 194097 10.7449 40.0856 328.282
5906 295250 194096 76.9755 -71.8769 178.198
5907 295300 194095 55.9203 -22.7707 25.8775
5908 295350 194094 -45.2478 137.13 -92.1668
5909 295400 194093 -257.039 260.266 -43.7327
5910 295450 194092 -331.183 284.223 102.987
5911 295500 194091 -406.51 228.16 232.786
5912 295550 194090 -182.546 255.94 158.062
5913 295600 194089 -85.5227 16.9996 -102.317
5914 295650 194088 -36.3894 -37.7475 -97.8325
5915 295700 194087 70.9578 -132.066 -14.8597
5916 295750 194086 65.7457 -244.391 5.4317
5917 295800 194085 136.976 -317.322 -52.2828
5918 295850 194084 103.887 -208.936 -41.0271
5919 295900 194083 120.243 -157.008 67.6831
5920 295950 194082 96.7982 -10.256 39.0671
5921 296000 194081 42.4347 85.1114 273.138
5922 296050 194080 -80.4541 377.013 333.192
5923 296100 194079 -237.905 519.819 508.036
5924 296150 194078 -247.802 608.686 430.691
5925 296200 194077 -262.701 563.335 539.15
5926 296250 194076 -257.922 662.209 406.295
5927 296300 194075 -224.267 555.387 458.181
5928 296350 194074 -71.705 299.3 227.005
5929 296400 194073 126.658 108.402 -4.44229
5930 296450 194072 175.107 15.2718 -356.643
5931 296500 194071 -118.765 -104.025 -388.926
5932 296550 194070 -331.66 -157.234 -304.169
5933 296600 194069 -229.177 -253.705 -217.357
5934 296650 194068 -40.8481 -313.256 -91.0985
5935 296700 194067 0.940234 -213.288 -1.20122
5936 296750 194066 87.6337 -131.482 55.2092
5937 296800 194065 115.788 148.51 -14.0038
5938 296850 194064 149.627 219.789 61.5061
5939 296900 194063 157.897 317.587 152.305
5940 296950 194062 285.556 386.915 133.073
5941 297000 194061 181.746 363.401 309.339
5942 297050 194060 286.384 321.983 409.317
5943 297100 194059 11.2759 380.609 424.502
5944 297150 194058 -35.8691 487.463 361.461
5945 297200 194057 -194.141 418.345 261.622
5946 297250 194056 -110.287 234.224 152.742
5947 297300 194055 -207.61 64.322 -101.517
5948 297350 194054 -475.982 6.46342 -281.007
5949 297400 194053 -517.751 55.3495 -115.031
5950 297450 194052 -439.51 -60.9516 -53.1312
5951 297500 194051 -176.309 -171.278 -47.881
5952 297550 194050 -51.6804 -224.872 -129.292
5953 297600 194049 96.5391 -206.926 -248.927
5954 297650 194048 10.9374 -123.696 -239.278
5955 297700 194047 33.5122 -90.0809 -41.1641
5956 297750 194046 30.8015 -3.33644 94.2074
5957 297800 194045 143.779 22.5659 319.527
5958 297850 194044 173.593 181.495 257.611
5959 297900 194043 101.569 401.815 199.762
5960 297950 194042 30.2145 553.726 37.8329
5961 298000 194041 11.0108 406.372 -98.7178
5962 298050 194040 107.89 333.032 -102.977
5963 298100 194039 -0.410151 147.007 174.461
5964 298150 194038 -72.6504 26.0099 41.6096
5965 298200 194037 -321.635 -54.2154 92.0322
5966 298250 194036 -316.312 -211.949 81.5922
5967 298300 194035 -235.342 -262.923 -39.5245
5968 298350 194034 -88.9069 -267.059 0.00457092
5969 298400 194033 -227.192 -119.358 -144.625
5970 298450 194032 -176.392 -85.176 -230.989
5971 298500 194031 -257.909 -55.2853 -186.496
5972 298550 194030 -73.1506 47.7714 -106.373
5973 298600 194029 68.5602 142.557 186.762
5974 298650 194028 282.862 192.971 289.708
5975 298700 194027 348.801 190.452 147.899
5976 298750 194026 402.651 -18.3624 118.628
5977 298800 194025 295.57 -155.432 112.635
5978 298850 194024 144.582 -146.192 44.5858
5979 298900 194023 -26.6593 -93.6638 -66.2191
5980 298950 194022 -135.796 -61.4521 -72.0831
5981 299000 194021 -292.425 -36.3515 -190.493
5982 299050 194020 -280.572 -77.3566 -158.355
5983 299100 194019 -335.427 -34.6671 -135.313
5984 299150 194018 -271.094 126.922 -19.0653
5985 299200 194017 -109.199 72.385 26.6456
5986 299250 194016 -19.7793 -109.785 41.0808
5987 299300 194015 37.6798 -227.006 109.816
5988 299350 194014 73.0097 -360.782 113.253
5989 299400 194013 69.4374 -308.047 -47.7048
5990 299450 194012 192.776 -282.104 -98.2445
5991 299500 194011 308.173 -127.815 -141.195
5992 299550 194010 160.753 47.5983 -256.482
5993 299600 194009 23.4294 85.2875 -187.617
5994 299650 194008 -21.9723 114.548 -239.175
5995 299700 194007 -133.557 146.937 -34.5464
5996 299750 194006 -193.669 331.98 127.086
5997 299800 194005 -127.155 238.531 413.242
5998 299850 194004 -62.6129 182.143 480.412
5999 299900 194003 -54.6706 236.119 367.3
6000 299950 194002 -151.206 125.018 194.753
6001 300000 194001 -235.611 191.905 35.2058
6002 300050 194000 -252.555 -86.5248 -44.4645
6003 300100 193999 -186.688 -173.522 -172.239
6004 300150 193998 -20.9266 -163.19 -162.684
6005 300200 193997 -180.504 -108.68 -161.526
6006 300250 193996 -199.669 -104.539 -132.721
6007 300300 193995 -148.526 -158.051 -323.497
6008 300350 193994 40.1985 -225.9 -176.616
6009 300400 193993 128.019 -256.507 -185.835
6010 300450 193992 207.389 -379.712 -98.7352
6011 300500 193991 234.468 -473.21 33.5373
6012 300550 193990 234.787 -360.728 -55.1804
6013 300600 193989 206.656 -249.686 -102.664
6014 300650 193988 88.5806 58.1354 -55.8128
6015 300700 193987 -128.437 310.134 51.1888
6016 300750 193986 -240.551 462.926 310.183
6017 300800 193985 -375.318 406.535 246.541
6018 300850 193984 -310.949 320.046 293.065
6019 300900 193983 -362.012 285.671 308.103
6020 300950 193982 -296.44 68.4352 303.147
6021 301000 193981 -161.935 14.2849 145
6022 301050 193980 -179.017 -113.997 -141.421
6023 301100 193979 -149.349 -199.242 -251.262
6024 301150 193978 -126.01 -391.784 -392.131
6025 301200 193977 -121.365 -571.062 -401.534
6026 301250 193976 -69.7942 -532.437 -383.62
6027 301300 193975 -134.831 -471.56 -499.046
6028 301350 193974 -208.19 -392.62 -329.028
6029 301400 193973 -272.617 -175.539 -289.389
6030 301450 193972 -100.593 -83.7109 97.2298
6031 301500 193971 77.0513 175.311 313.544
6032 301550 193970 166.569 156.632 350.074
6033 301600 193969 76.5551 5.03708 276.294
6034 301650 193968 58.9147 -46.8732 186.247
6035 301700 193967 77.3305 52.0855 97.42
6036 301750 193966 37.7442 59.2027 118.747
6037 301800 193965 -43.0532 105.159 -2.72751
6038 301850 193964 -209.267 51.651 -52.0311
6039 301900 193963 -383.643 106.812 -75.0012
6040 301950 193962 -553.292 -71.6556 -17.3045
6041 302000 193961 -551.504 -299.702 -96.6706
6042 302050 193960 -504.443 -404.385 -127.734
6043 302100 193959 -386.723 -525.226 -246.104
6044 302150 193958 -280.933 -271.904 -226.149
6045 302200 193957 -79.0022 -145.079 -181.314
6046 302250 193956 -39.5588 -37.7757 -128.102
6047 302300 193955 26.4132 8.15367 -113.568
6048 302350 193954 -166.239 -26.1564 25.1594
6049 302400 193953 -177.658 4.15095 121.011
6050 302450 193952 -124.552 49.9913 162.963
6051 302500 193951 -12.4854 145.371 72.3158
6052 302550 193950 21.8874 321.779 52.6516
6053 302600 193949 -103.442 368.208 -0.446319
6054 302650 193948 -226.304 234.415 33.5193
6055 302700 193947 -147.841 57.4337 3.18501
6056 302750 193946 -253.091 -39.2469 -100.106
6057 302800 193945 -311.523 -162.868 -190.917
6058 302850 193944 -183.919 -306.925 -209.569
6059 302900 193943 -149.703 -330.141 -325.776
6060 302950 193942 -72.167 -422.79 -334.28
6061 303000 193941 -136.358 -314.927 -273.946
6062 303050 193940 -243.734 -195.522 -55.0255
6063 303100 193939 -363.427 44.906 -3.14904
6064 303150 193938 -234.274 -5.48652 43.1211
6065 303200 193937 -80.6252 -94.9835 -28.5043
6066 303250 193936 101.556 -24.8899 80.0507
6067 303300 193935 224.063 212.265 -12.9444
6068 303350 193934 237.736 320.455 -17.0178
6069 303400 193933 95.0824 283.076 45.6617
6070 303450 193932 -33.8346 290.807 129.946
6071 303500 193931 -236.472 175.993 140.093
6072 303550 193930 -180.685 -2.73316 131.415
6073 303600 193929 -347.385 -88.8722 161.594
6074 303650 193928 -356.058 -145.562 33.5133
6075 303700 193927 -427.467 48.4534 -229.026
6076 303750 193926 -331.163 37.0692 -312.604
6077 303800 193925 -288.716 111.028 -342.838
6078 303850 193924 -366.576 108.872 -208.883
6079 303900 193923 -255.906 13.5871 -104.836
6080 303950 193922 -117.465 -204.069 -46.4968
6081 304000 193921 155.395 -413.459 -174.635
6082 304050 193920 242.408 -244.379 -157.254
6083 304100 193919 356.167 -123.057 -203.966
6084 304150 193918 327.586 -56.7109 -153.852
6085 304200 193917 251.763 -42.117 -181.643
6086 304250 193916 70.6825 -51.7804 -57.8898
6087 304300 193915 -39.0196 -5.70382 0.951768
6088 304350 193914 -79.7272 144.529 -7.12012
6089 304400 193913 36.5819 250.229 115.299
6090 304450 193912 50.9134 395.064 126.46
6091 304500 193911 -11.7588 433.01 166.832
6092 304550 193910 -154.126 271.198 193.754
6093 304600 193909 -159.76 176.76 215.085
6094 304650 193908 -183.912 52.9902 177.894
6095 304700 193907 -233.485 -60.885 107.724
6096 304750 193906 -208.947 -146.572 -78.4487
6097 304800 193905 1.78057 -84.5418 -188.605
6098 304850 193904 117.449 -60.6435 -309.164
6099 304900 193903 -29.0787 -121.516 -522.174
6100 304950 193902 -10.2668 -40.5039 -526.373
6101 305000 193901 -19.5484 -47.4094 -289.252
6102 305050 193900 156 -133.453 -50.4674
6103 305100 193899 135.749 -252.23 -73.334
6104 305150 193898 242.026 -219.08 -26.3462
6105 305200 193897 283.267 -169.962 13.3951
6106 305250 193896 263.791 -28.7399 185.54
6107 305300 193895 177.503 -31.0781 101.807
6108 305350 193894 78.3273 145.994 -9.34606
6109 305400 193893 -81.3648 288.885 12.6914
6110 305450 193892 -204.273 455.106 55.0159
6111 305500 193891 -305.321 484.595 88.8947
6112 305550 193890 -227.86 348.221 103.128
6113 305600 193889 -151.52 232.676 58.4684
6114 305650 193888 -29.856 51.5259 95.786
6115 305700 193887 56.2168 -10.0581 -129.684
6116 305750 193886 -11.33 -249.464 -193.56
6117 305800 193885 -5.0846 -394.428 -139.434
6118 305850 193884 -47.4437 -412.509 -144.882
6119 305900 193883 -28.2842 -293.97 -268.954
6120 305950 193882 -37.4532 -384.463 -333.76
6121 306000 193881 -37.1552 -101.859 -203.105
6122 306050 193880 -3.55723 203.479 -42.641
6123 306100 193879 -90.1355 372.538 52.1808
6124 306150 193878 -51.5934 332.364 234.802
6125 306200 193877 -49.8668 250.628 362.218
6126 306250 193876 10.7529 133.139 380.405
6127 306300 193875 41.9586 161.871 290.75
6128 306350 193874 82.9291 261.862 241.605
6129 306400 193873 111.458 149.533 83.3118
6130 306450 193872 43.3872 -94.1654 -104.126
6131 306500 193871 -125.138 -208.961 -276.623
6132 306550 193870 -215.119 -166.516 -268.922
6133 306600 193869 -236.78 -226.822 -370.991
6134 306650 193868 -193.321 -245.993 -326.361
6135 306700 193867 -246.989 -262.712 -213.657
6136 306750 193866 -109.541 -245.359 -99.2277
6137 306800 193865 36.9591 -286.453 -166.774
6138 306850 193864 19.2337 -156.746 63.7852
6139 306900 193863 110.277 -61.2156 68.5023
6140 306950 193862 162.204 -82.954 1.3547
6141 307000 193861 203.07 72.7363 3.12457
6142 307050 193860 196.086 212.667 99.4251
6143 307100 193859 186.951 290.862 68.5032
6144 307150 193858 -39.6774 310.249 251.38
6145 307200 193857 -257.332 316.216 315.124
6146 307250 193856 -305.452 356.828 190.131
6147 307300 193855 -147.195 212.592 93.8994
6148 307350 193854 -103.037 -60.0006 9.02443
6149 307400 193853 -63.8393 -143.045 -44.6386
6150 307450 193852 -168.811 -213.401 -213.587
6151 307500 193851 -221.708 -357.482 -231.144
6152 307550 193850 -34.65 -431.218 -284.315
6153 307600 193849 -26.3418 -449.023 -215.841
6154 307650 193848 78.925 -336.768 -292.195
6155 307700 193847 -17.6305 -356.274 -234.387
6156 307750 193846 -18.871 -275.951 -205.972
6157 307800 193845 70.1729 -255.901 -141.246
6158 307850 193844 269.33 -24.7969 161.192
6159 307900 193843 293.733 67.8043 190.373
6160 307950 193842 178.376 273.102 150.582
6161 308000 193841 157.661 175.075 16.7918
6162 308050 193840 69.5258 138.276 0.131663
6163 308100 193839 49.6653 -22.6342 1.41733
6164 308150 193838 -53.4979 -15.3833 23.2675
6165 308200 193837 -55.7756 10.0454 29.1468
6166 308250 193836 -138.107 43.6757 -35.8573
6167 308300 193835 -313.7 109.304 28.939
6168 308350 193834 -532.735 58.8248 38.3296
6169 308400 193833 -315.228 -38.361 -21.3032
6170 308450 193832 -241.709 -167.538 -221.376
6171 308500 193831 -155.09 -151.039 -255.451
6172 308550 193830 -30.5788 -32.617 -286.89
6173 308600 193829 120.836 -27.8996 -316.317
6174 308650 193828 223.729 -131.039 -362.549
6175 308700 193827 177.879 -163.05 -244.796
6176 308750 193826 232.664 -231.819 -212.38
6177 308800 193825 262.35 -182.876 -172.855
6178 308850 193824 191.163 -180.356 -35.8168
6179 308900 193823 155.183 -143.073 -50.6245
6180 308950 193822 108.5 36.0402 -80.8443
6181 309000 193821 72.1205 31.4939 -121.379
6182 309050 193820 88.0379 263.823 -30.5013
6183 309100 193819 -75.7993 291.803 26.933
6184 309150 193818 -98.3892 303.601 60.3506
6185 309200 193817 -259.145 248.411 135.82
6186 309250 193816 -91.5061 166.505 -47.7743
6187 309300 193815 -37.8921 -20.5065 51.5253
6188 309350 193814 115.325 -158.942 -86.9157
6189 309400 193813 116.999 -211.898 -94.6297
6190 309450 193812 101.823 -237.528 -243.295
6191 309500 193811 -26.3422 -157.706 -249.344
6192 309550 193810 -39.9595 -191.74 -426.258
6193 309600 193809 -82.7423 -37.0989 -376.163
6194 309650 193808 74.6872 0.0723144 -303.255
6195 309700 193807 96.2536 -5.82535 -153.007
6196 309750 193806 213.144 -114.003 -55.9182
6197 309800 193805 438.43 -4.68991 61.7967
6198 309850 193804 324.624 29.6683 230.04
6199 309900 193803 104.258 161.741 188.543
6200 309950 193802 37.6489 150.497 213.268
6201 310000 193801 64.4705 165.68 57.2695
6202 310050 193800 58.7319 149.009 40.0325
6203 310100 193799 25.8656 81.0843 -77.7455
6204 310150 193798 93.7609 218.382 -155.444
6205 310200 193797 67.5425 237.826 -171.758
6206 310250 193796 -15.3795 254.199 -72.8448
6207 310300 193795 -12.791 98.612 -156.627
6208 310350 193794 -42.2721 80.5619 -112.535
6209 310400 193793 37.5631 -158.531 -322.04
6210 310450 193792 206.22 -472.381 -166.038
6211 310500 193791 320.383 -615.175 -136.666
6212 310550 193790 317.184 -347.679 -194.334
6213 310600 193789 283.023 -125.417 -191.169
6214 310650 193788 206.808 136.713 -57.6996
6215 310700 193787 133.094 438.735 13.9468
6216 310750 193786 -103.596 500.847 67.1287
6217 310800 193785 -140.228 602.297 120.426
6218 310850 193784 -69.8856 528.451 273.788
6219 310900 193783 19.1375 591.089 436.542
6220 310950 193782 53.2959 398.893 356.337
6221 311000 193781 171.392 224.378 150.684
6222 311050 193780 47.9174 -7.7631 17.7942
6223 311100 193779 3.78071 -17.1546 -171.531
6224 311150 193778 -187.695 -281.351 -293.625
6225 311200 193777 -232.736 -425.154 -382.539
6226 311250 193776 -163.55 -397.916 -511.126
6227 311300 193775 -107.544 -318.991 -364.918
6228 311350 193774 -47.0345 -189.905 -246.7
6229 311400 193773 -49.5625 -146.893 -124.611
6230 311450 193772 37.8342 -0.510883 -40.0024
6231 311500 193771 127.407 6.1452 52.891
6232 311550 193770 126.753 -44.2231 150.351
6233 311600 193769 143.447 -0.414474 241.413
6234 311650 193768 172.668 45.429 203.429
6235 311700 193767 334.237 155.61 100.447
6236 311750 193766 314.922 177.807 4.48457
6237 311800 193765 123.33 249.684 65.8298
6238 311850 193764 -126.444 258.143 57.3097
6239 311900 193763 -439.375 357.731 -93.9895
6240 311950 193762 -542.005 280.031 3.79343
6241 312000 193761 -445.469 152.465 96.1719
6242 312050 193760 -270.781 -134.908 184.388
6243 312100 193759 -230.767 -233.74 -74.008
6244 312150 193758 -147.641 -400.159 -256.589
6245 312200 193757 -36.5338 -416.776 -347.65
6246 312250 193756 -123.517 -280.125 -291.244
6247 312300 193755 -57.2658 -205.377 -130.622
6248 312350 193754 -85.0452 -101.585 -60.4297
6249 312400 193753 -2.25404 -147.183 -107.629
6250 312450 193752 203.639 -121.604 -93.0375
6251 312500 193751 193.478 -17.6954 55.7666
6252 312550 193750 226.451 69.1986 44.6286
6253 312600 193749 150.08 205.524 45.9368
6254 312650 193748 176.671 346.862 112.806
6255 312700 193747 125.24 248.867 156.489
6256 312750 193746 49.2988 84.9436 73.8306
6257 312800 193745 -36.5429 -82.952 43.0991
6258 312850 193744 -176.605 -12.4405 -59.0365
6259 312900 193743 -386.277 -13.0205 -104.817
6260 312950 193742 -327.836 -66.3608 -180.337
6261 313000 193741 -291.894 -112.872 -54.7989
6262 313050 193740 -245.2 28.8402 14.646
6263 313100 193739 -345.946 76.7492 89.8596
6264 313150 193738 -339.025 99.4719 37.4227
6265 313200 193737 -237.658 78.9274 -18.7968
6266 313250 193736 100.617 61.9359 -77.4425
6267 313300 193735 154.148 -41.6716 -179.534
6268 313350 193734 274.893 -68.3932 -222.691
6269 313400 193733 197.585 -47.9066 -157.42
6270 313450 193732 273.33 51.5607 10.3478
6271 313500 193731 112.662 48.8106 143.364
6272 313550 193730 38.7221 28.0033 198.39
6273 313600 193729 -187.97 70.0766 20.8522
6274 313650 193728 -266.141 183.631 -36.7437
6275 313700 193727 -259.207 131.78 -151.913
6276 313750 193726 -225.59 195.27 -15.9079
6277 313800 193725 -157.412 173.305 -59.7646
6278 313850 193724 -173.724 84.3664 22.1264
6279 313900 193723 -32.1808 67.4842 -108.059
6280 313950 193722 8.32955 152.143 -10.0669
6281 314000 193721 25.0116 -45.9674 -39.7768
6282 314050 193720 98.7211 -125.383 -52.2327
6283 314100 193719 96.499 -346.626 -242.688
6284 314150 193718 119.731 -234.157 -323.991
6285 314200 193717 106.94 -229.358 -287.48
6286 314250 193716 214.382 -7.71139 -148.424
6287 314300 193715 167.269 36.2598 44.6292
6288 314350 193714 46.0465 92.4209 12.9078
6289 314400 193713 70.4786 312.974 -37.2802
6290 314450 193712 78.1915 312.574 -71.0519
6291 314500 193711 38.9004 316.847 149.128
6292 314550 193710 98.3798 303.769 176.691
6293 314600 193709 122.871 281.686 344.729
6294 314650 193708 77.2167 238.663 353.084
6295 314700 193707 14.9468 188.06 231.258
6296 314750 193706 -104.029 74.4181 46.0267
6297 314800 193705 -55.1647 138.918 -127.901
6298 314850 193704 -152.761 59.1458 -260.42
6299 314900 193703 -109.907 -122.47 -434.584
6300 314950 193702 -96.6153 -117.114 -438.404
6301 315000 193701 115.26 -138.875 -439.978
6302 315050 193700 206.493 -172.621 -229.861
6303 315100 193699 195.5 -314.384 -76.3727
6304 315150 193698 192.318 -264.8 46.7598
6305 315200 193697 170.521 -235.43 -90.0231
